InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
117202,D023,Handcrafted Daraz Mug,1,28/09/2021 17:36,948.44,432,Pakistan
117203,D011,Daraz Ceramic Vase,4,26/06/2021 19:22,507.08,339,Pakistan
117204,D029,Handcrafted Daraz Decorative Figurine,3,23/02/2021 1:07,1494.85,890,Pakistan
117205,D036,Daraz Leather Wallet,5,06/10/2021 14:02,1554.71,115,Pakistan
117206,D032,Daraz Silk Scarf,4,16/12/2021 10:06,332.75,711,Pakistan
117207,D002,Traditional Daraz Pottery Bowl,6,03/10/2021 21:11,1761.01,167,Pakistan
117208,D045,Daraz Handmade Notebook,10,14/07/2021 19:05,479.6,285,Pakistan
117209,D004,Embroidered Daraz Cushion Cover,8,12/11/2021 21:55,783.71,776,Pakistan
117210,D001,Daraz Calligraphy Art Piece,1,22/06/2021 0:56,1074.84,417,Pakistan
117211,D001,Daraz Leather Wallet,10,14/01/2021 17:24,1261.63,138,Pakistan
117212,D044,Wooden Daraz Jewelry Box,4,18/08/2021 3:21,100.05,547,Pakistan
117213,D045,Wooden Daraz Keychain Set,5,17/11/2021 2:47,87.5,871,Pakistan
117214,D032,Daraz Artisanal Clock,1,11/04/2021 4:28,602.94,481,Pakistan
117215,D033,Miniature Daraz Truck Figurine,7,16/04/2021 10:01,1276.23,512,Pakistan
117216,D044,Handcrafted Daraz Mug,10,11/07/2021 0:05,885.83,742,Pakistan
117217,D044,Daraz Decorative Lamp,10,27/07/2021 23:13,1926.21,647,Pakistan
117218,D003,Wooden Daraz Jewelry Box,2,03/07/2021 12:10,256.14,382,Pakistan
117219,D035,Embroidered Daraz Cushion Cover,9,20/12/2021 11:12,655.3,263,Pakistan
117220,D015,Handcrafted Daraz Mug,5,26/01/2021 23:47,134.06,851,Pakistan
117221,D031,Daraz Leather Wallet,8,05/05/2021 7:03,1391.71,872,Pakistan
117222,D025,Handcrafted Daraz Decorative Figurine,3,27/02/2021 20:56,470.29,848,Pakistan
117223,D046,Wooden Daraz Keychain Set,10,08/12/2021 7:47,1899.66,963,Pakistan
117224,D017,Hand-painted Daraz Ceramic Plate,7,03/12/2021 4:46,570.69,178,Pakistan
117225,D027,Handwoven Daraz Pashmina Shawl,6,29/06/2021 18:32,1289.24,169,Pakistan
117226,D046,Daraz Leather Wallet,4,17/01/2021 12:43,1883.07,284,Pakistan
117227,D040,Miniature Daraz Truck Figurine,4,28/10/2021 6:20,1960.03,585,Pakistan
117228,D001,Daraz Handmade Notebook,9,24/06/2021 17:27,1291.51,783,Pakistan
117229,D027,Traditional Daraz Pottery Bowl,8,16/11/2021 22:52,962.15,746,Pakistan
117230,D047,Daraz Wooden Frame,4,16/03/2021 2:14,783.48,147,Pakistan
117231,D005,Traditional Daraz Pottery Bowl,4,03/06/2021 1:28,637.89,470,Pakistan
117232,D006,Traditional Daraz Pottery Bowl,1,01/12/2021 5:36,1941.27,427,Pakistan
117233,D021,Hand-painted Daraz Ceramic Plate,7,04/05/2021 2:32,1586.4,505,Pakistan
117234,D009,Hand-painted Daraz Ceramic Plate,2,27/10/2021 20:43,1825.2,700,Pakistan
117235,D026,Daraz Model Car,3,01/05/2021 15:18,1793.1,827,Pakistan
117236,D028,Daraz Ceramic Vase,6,18/12/2021 5:40,383.97,450,Pakistan
117237,D026,Daraz Leather Wallet,7,21/10/2021 1:04,255.67,187,Pakistan
117238,D009,Daraz Ceramic Vase,4,02/07/2021 9:39,1769.48,451,Pakistan
117239,D044,Daraz Printed T-shirt,3,01/03/2021 13:24,1232.73,193,Pakistan
117240,D006,Daraz Model Car,9,15/07/2021 7:37,1896.05,546,Pakistan
117241,D016,Daraz Handmade Notebook,1,14/07/2021 20:58,944.18,156,Pakistan
117242,D016,Wooden Daraz Keychain Set,9,20/08/2021 15:49,480.82,110,Pakistan
117243,D050,Daraz Leather Wallet,2,03/09/2021 13:45,377.21,609,Pakistan
117244,D042,Embroidered Daraz Cushion Cover,4,06/08/2021 0:28,1844.4,284,Pakistan
117245,D038,Handwoven Daraz Pashmina Shawl,2,25/10/2021 10:35,309.84,222,Pakistan
117246,D005,Daraz Printed T-shirt,10,29/11/2021 5:18,515.67,844,Pakistan
117247,D044,Daraz Handmade Notebook,10,03/12/2021 8:12,1046.25,709,Pakistan
117248,D026,Daraz Printed T-shirt,2,27/07/2021 8:07,1172.15,328,Pakistan
117249,D001,Wooden Daraz Jewelry Box,4,24/08/2021 20:41,1623.17,863,Pakistan
117250,D004,Embroidered Daraz Cushion Cover,7,02/03/2021 14:43,1410.5,474,Pakistan
117251,D046,Daraz Embroidered Towel,1,28/02/2021 14:31,369.85,439,Pakistan
117252,D040,Embroidered Daraz Cushion Cover,5,02/09/2021 19:48,1085.6,684,Pakistan
117253,D032,Daraz Silk Scarf,3,28/02/2021 15:21,688.45,946,Pakistan
117254,D043,Handwoven Daraz Pashmina Shawl,6,18/06/2021 19:12,1719.02,422,Pakistan
117255,D043,Daraz Decorative Lamp,8,26/03/2021 18:54,1309.89,154,Pakistan
117256,D022,Daraz Leather Wallet,8,24/08/2021 2:43,871.69,190,Pakistan
117257,D038,Daraz Printed T-shirt,2,01/08/2021 7:49,973.25,268,Pakistan
117258,D028,Daraz Leather Wallet,10,04/05/2021 17:11,642.15,471,Pakistan
117259,D023,Traditional Daraz Pottery Bowl,5,26/05/2021 11:20,1784.69,803,Pakistan
117260,D003,Wooden Daraz Jewelry Box,1,17/01/2021 13:32,1973.86,298,Pakistan
117261,D023,Handwoven Daraz Pashmina Shawl,9,22/11/2021 8:27,253.44,540,Pakistan
117262,D010,Traditional Daraz Pottery Bowl,9,15/02/2021 22:13,611.98,348,Pakistan
117263,D010,Daraz Calligraphy Art Piece,1,21/09/2021 20:59,411.16,602,Pakistan
117264,D047,Daraz Silk Scarf,4,29/12/2021 20:40,442.81,746,Pakistan
117265,D043,Daraz Decorative Lamp,2,04/06/2021 1:28,1716.06,599,Pakistan
117266,D025,Miniature Daraz Truck Figurine,1,20/11/2021 18:28,1471.29,325,Pakistan
117267,D020,Wooden Daraz Jewelry Box,5,10/07/2021 6:44,176.87,959,Pakistan
117268,D037,Hand-painted Daraz Ceramic Plate,7,29/08/2021 1:56,1779.67,107,Pakistan
117269,D007,Daraz Printed T-shirt,7,18/08/2021 23:36,476.67,113,Pakistan
117270,D049,Daraz Decorative Lamp,8,11/01/2021 19:44,1220.37,950,Pakistan
117271,D031,Handcrafted Daraz Mug,1,16/01/2021 9:58,583.89,636,Pakistan
117272,D009,Wooden Daraz Jewelry Box,8,05/11/2021 15:09,1233.68,649,Pakistan
117273,D047,Daraz Printed T-shirt,7,07/09/2021 22:26,581.32,670,Pakistan
117274,D005,Handcrafted Daraz Mug,7,04/04/2021 21:25,1447.25,462,Pakistan
117275,D020,Embroidered Daraz Cushion Cover,7,24/05/2021 7:00,1526.09,356,Pakistan
117276,D030,Daraz Calligraphy Art Piece,1,25/05/2021 21:04,1090.76,498,Pakistan
117277,D005,Daraz Handmade Notebook,6,22/12/2021 9:06,1253.29,508,Pakistan
117278,D001,Wooden Daraz Jewelry Box,4,23/05/2021 21:23,570.18,888,Pakistan
117279,D030,Daraz Embroidered Towel,3,15/12/2021 22:40,1327.15,812,Pakistan
117280,D028,Daraz Handmade Notebook,6,07/08/2021 19:51,945.19,453,Pakistan
117281,D035,Daraz Handmade Notebook,9,24/02/2021 9:32,653.65,321,Pakistan
117282,D005,Daraz Wooden Frame,4,15/12/2021 2:56,1405.75,149,Pakistan
117283,D046,Daraz Silk Scarf,10,26/12/2021 12:35,1638.87,586,Pakistan
117284,D026,Daraz Decorative Lamp,2,09/04/2021 8:55,337.03,235,Pakistan
117285,D044,Daraz Printed T-shirt,9,02/05/2021 3:29,1866.24,476,Pakistan
117286,D019,Daraz Silk Scarf,2,10/12/2021 15:24,576.94,826,Pakistan
117287,D025,Miniature Daraz Truck Figurine,9,09/08/2021 2:26,864.46,305,Pakistan
117288,D011,Traditional Daraz Pottery Bowl,4,12/06/2021 8:25,626.54,426,Pakistan
117289,D049,Hand-painted Daraz Ceramic Plate,8,22/11/2021 19:33,826.18,150,Pakistan
117290,D028,Daraz Calligraphy Art Piece,4,21/03/2021 18:26,825.76,950,Pakistan
117291,D045,Daraz Decorative Lamp,9,20/03/2021 8:09,1360.14,151,Pakistan
117292,D006,Daraz Printed T-shirt,1,09/12/2021 16:53,1755.36,308,Pakistan
117293,D016,Daraz Printed T-shirt,8,09/05/2021 16:29,422.54,246,Pakistan
117294,D044,Daraz Model Car,10,06/10/2021 14:11,1694.42,834,Pakistan
117295,D049,Daraz Wooden Frame,9,26/03/2021 17:03,585.16,596,Pakistan
117296,D022,Daraz Printed T-shirt,1,05/12/2021 8:12,1300.78,298,Pakistan
117297,D014,Traditional Daraz Pottery Bowl,8,24/11/2021 16:12,1839.51,889,Pakistan
117298,D041,Daraz Calligraphy Art Piece,9,24/03/2021 22:26,1984.56,643,Pakistan
117299,D010,Wooden Daraz Jewelry Box,9,07/10/2021 16:30,212.07,843,Pakistan
117300,D028,Daraz Wooden Frame,7,13/02/2021 12:41,1433.36,831,Pakistan
117301,D040,Handcrafted Daraz Decorative Figurine,7,03/04/2021 10:13,1433.42,359,Pakistan
117302,D038,Wooden Daraz Jewelry Box,2,15/12/2021 8:26,512.82,852,Pakistan
117303,D022,Daraz Ceramic Vase,3,05/08/2021 23:05,1521.58,298,Pakistan
117304,D026,Handwoven Daraz Pashmina Shawl,9,04/06/2021 12:24,1481.92,325,Pakistan
117305,D010,Wooden Daraz Jewelry Box,7,25/06/2021 22:39,57.01,809,Pakistan
117306,D019,Daraz Embroidered Towel,6,04/03/2021 12:58,932.59,981,Pakistan
117307,D037,Daraz Handmade Notebook,6,28/06/2021 23:23,609.57,950,Pakistan
117308,D022,Daraz Silk Scarf,1,16/03/2021 8:08,1327.27,718,Pakistan
117309,D036,Daraz Handmade Notebook,3,23/09/2021 11:45,1851.96,820,Pakistan
117310,D010,Daraz Decorative Lamp,1,05/01/2021 3:51,547.55,784,Pakistan
117311,D015,Daraz Model Car,1,03/03/2021 3:31,505.3,782,Pakistan
117312,D008,Hand-painted Daraz Ceramic Plate,2,18/05/2021 0:26,1072.55,378,Pakistan
117313,D025,Traditional Daraz Pottery Bowl,9,19/07/2021 14:18,1587.34,865,Pakistan
117314,D041,Daraz Ceramic Vase,9,17/10/2021 23:08,301.74,221,Pakistan
117315,D012,Wooden Daraz Jewelry Box,3,23/04/2021 7:17,302.3,156,Pakistan
117316,D029,Wooden Daraz Jewelry Box,3,04/02/2021 10:19,907.28,566,Pakistan
117317,D014,Hand-painted Daraz Ceramic Plate,8,11/07/2021 13:54,1655.51,859,Pakistan
117318,D022,Daraz Ceramic Vase,5,31/03/2021 23:24,350.72,296,Pakistan
117319,D003,Handcrafted Daraz Decorative Figurine,6,03/02/2021 20:43,989.61,954,Pakistan
117320,D040,Embroidered Daraz Cushion Cover,10,11/11/2021 14:16,786.81,782,Pakistan
117321,D012,Wooden Daraz Keychain Set,1,12/03/2021 0:00,1973.5,418,Pakistan
117322,D044,Daraz Leather Wallet,1,25/06/2021 16:00,903.99,878,Pakistan
117323,D005,Daraz Silk Scarf,10,23/07/2021 6:00,1556.68,299,Pakistan
117324,D022,Hand-painted Daraz Ceramic Plate,6,05/03/2021 7:10,706.9,807,Pakistan
117325,D014,Daraz Artisanal Clock,4,09/07/2021 10:40,1754.53,901,Pakistan
117326,D046,Daraz Decorative Lamp,10,14/04/2021 5:37,859.6,305,Pakistan
117327,D025,Wooden Daraz Jewelry Box,2,24/12/2021 6:39,844.93,363,Pakistan
117328,D041,Daraz Handmade Notebook,4,05/09/2021 22:49,437.49,823,Pakistan
117329,D003,Traditional Daraz Pottery Bowl,3,13/05/2021 16:40,1892.62,835,Pakistan
117330,D017,Wooden Daraz Keychain Set,2,15/01/2021 16:46,291.79,775,Pakistan
117331,D049,Daraz Decorative Lamp,8,06/10/2021 9:32,1937.98,198,Pakistan
117332,D014,Traditional Daraz Pottery Bowl,3,21/08/2021 14:20,947.68,224,Pakistan
117333,D028,Daraz Model Car,4,26/01/2021 18:16,54.05,239,Pakistan
117334,D017,Hand-painted Daraz Ceramic Plate,8,07/04/2021 14:28,729.81,780,Pakistan
117335,D004,Daraz Silk Scarf,5,29/09/2021 3:58,1635.63,565,Pakistan
117336,D045,Handcrafted Daraz Mug,10,12/08/2021 1:32,1522.32,781,Pakistan
117337,D007,Traditional Daraz Pottery Bowl,9,15/01/2021 1:09,731.9,516,Pakistan
117338,D034,Handwoven Daraz Pashmina Shawl,7,24/08/2021 21:02,756.12,377,Pakistan
117339,D035,Daraz Model Car,10,05/02/2021 10:48,1592.7,647,Pakistan
117340,D034,Daraz Silk Scarf,2,14/09/2021 11:41,917.08,451,Pakistan
117341,D050,Handcrafted Daraz Mug,2,26/05/2021 9:52,319.2,269,Pakistan
117342,D025,Daraz Printed T-shirt,10,17/02/2021 7:29,830.48,698,Pakistan
117343,D001,Daraz Artisanal Clock,10,01/10/2021 9:09,1763.55,963,Pakistan
117344,D030,Daraz Ceramic Vase,6,22/07/2021 19:23,678.31,554,Pakistan
117345,D004,Handcrafted Daraz Mug,1,19/11/2021 6:15,1022.7,577,Pakistan
117346,D042,Daraz Model Car,1,11/06/2021 17:14,610.5,889,Pakistan
117347,D005,Wooden Daraz Keychain Set,9,08/01/2021 2:09,1774.17,490,Pakistan
117348,D028,Daraz Calligraphy Art Piece,8,16/04/2021 7:56,701.19,723,Pakistan
117349,D003,Wooden Daraz Jewelry Box,2,17/08/2021 7:56,154.51,519,Pakistan
117350,D006,Wooden Daraz Keychain Set,10,01/05/2021 16:39,1810.58,845,Pakistan
117351,D029,Daraz Wooden Frame,3,22/12/2021 17:25,59.46,912,Pakistan
117352,D015,Wooden Daraz Keychain Set,10,07/07/2021 12:27,1589.95,995,Pakistan
117353,D042,Daraz Handmade Notebook,4,27/09/2021 11:40,1498.69,798,Pakistan
117354,D048,Daraz Artisanal Clock,1,13/11/2021 10:59,726.43,814,Pakistan
117355,D020,Daraz Wooden Frame,5,20/10/2021 12:06,326.57,570,Pakistan
117356,D037,Daraz Artisanal Clock,8,01/01/2021 2:27,451.36,674,Pakistan
117357,D030,Traditional Daraz Pottery Bowl,9,05/04/2021 21:14,249.88,293,Pakistan
117358,D002,Daraz Leather Wallet,2,25/12/2021 1:06,637.22,564,Pakistan
117359,D046,Wooden Daraz Keychain Set,2,06/06/2021 20:51,835.34,157,Pakistan
117360,D047,Daraz Embroidered Towel,5,06/07/2021 10:20,1303.73,255,Pakistan
117361,D029,Daraz Printed T-shirt,8,04/03/2021 20:51,1491.11,170,Pakistan
117362,D042,Wooden Daraz Jewelry Box,4,18/11/2021 15:20,1963.3,347,Pakistan
117363,D020,Daraz Model Car,6,27/04/2021 4:25,337.59,767,Pakistan
117364,D042,Traditional Daraz Pottery Bowl,7,04/05/2021 0:41,587.44,103,Pakistan
117365,D012,Daraz Embroidered Towel,4,10/03/2021 17:07,565.79,493,Pakistan
117366,D013,Daraz Wooden Frame,4,04/10/2021 19:32,164.32,627,Pakistan
117367,D014,Daraz Decorative Lamp,10,12/05/2021 8:05,1200.77,275,Pakistan
117368,D026,Daraz Decorative Lamp,4,10/01/2021 18:17,216.5,949,Pakistan
117369,D014,Handcrafted Daraz Decorative Figurine,3,08/01/2021 5:33,724.75,220,Pakistan
117370,D033,Handcrafted Daraz Decorative Figurine,3,01/02/2021 8:32,303.44,841,Pakistan
117371,D005,Daraz Model Car,9,18/11/2021 8:47,1430.29,167,Pakistan
117372,D018,Daraz Ceramic Vase,1,10/01/2021 15:06,961.24,849,Pakistan
117373,D040,Handcrafted Daraz Decorative Figurine,4,01/06/2021 10:52,483.35,399,Pakistan
117374,D021,Daraz Embroidered Towel,6,03/11/2021 16:58,1167.81,939,Pakistan
117375,D049,Daraz Embroidered Towel,4,10/09/2021 19:26,1925.07,560,Pakistan
117376,D045,Daraz Printed T-shirt,10,23/11/2021 11:26,603.87,368,Pakistan
117377,D014,Daraz Handmade Notebook,7,02/01/2021 10:22,969.71,342,Pakistan
117378,D032,Handcrafted Daraz Mug,10,25/11/2021 3:56,1137.58,360,Pakistan
117379,D021,Daraz Silk Scarf,10,12/08/2021 23:06,767.56,842,Pakistan
117380,D043,Daraz Calligraphy Art Piece,4,27/04/2021 0:03,847.55,849,Pakistan
117381,D024,Traditional Daraz Pottery Bowl,3,26/03/2021 2:48,736.48,354,Pakistan
117382,D042,Handcrafted Daraz Mug,9,04/02/2021 9:12,1210.51,713,Pakistan
117383,D015,Daraz Calligraphy Art Piece,10,22/07/2021 6:30,1633.39,251,Pakistan
117384,D022,Daraz Wooden Frame,6,09/08/2021 21:44,816.57,891,Pakistan
117385,D016,Daraz Ceramic Vase,6,28/08/2021 0:30,95.51,180,Pakistan
117386,D049,Daraz Ceramic Vase,3,13/10/2021 1:27,123.64,816,Pakistan
117387,D049,Handcrafted Daraz Decorative Figurine,9,13/05/2021 14:35,654.64,322,Pakistan
117388,D030,Hand-painted Daraz Ceramic Plate,5,15/06/2021 4:50,380.05,125,Pakistan
117389,D032,Wooden Daraz Jewelry Box,3,23/02/2021 22:07,888.97,117,Pakistan
117390,D033,Traditional Daraz Pottery Bowl,7,10/01/2021 12:28,1384,106,Pakistan
117391,D021,Daraz Leather Wallet,8,06/11/2021 11:52,926.77,371,Pakistan
117392,D003,Miniature Daraz Truck Figurine,5,15/11/2021 6:02,399.49,449,Pakistan
117393,D026,Handcrafted Daraz Mug,9,30/08/2021 9:06,1101.2,888,Pakistan
117394,D033,Daraz Handmade Notebook,3,23/12/2021 15:46,370.71,653,Pakistan
117395,D040,Daraz Decorative Lamp,10,03/08/2021 9:48,1729.27,384,Pakistan
117396,D048,Embroidered Daraz Cushion Cover,6,14/02/2021 6:27,1752.58,711,Pakistan
117397,D039,Daraz Leather Wallet,2,07/05/2021 14:02,1914.14,638,Pakistan
117398,D019,Daraz Calligraphy Art Piece,1,23/11/2021 16:40,754.09,217,Pakistan
117399,D037,Wooden Daraz Keychain Set,2,12/01/2021 0:12,1487.58,712,Pakistan
117400,D041,Handwoven Daraz Pashmina Shawl,10,17/04/2021 1:05,130.98,259,Pakistan
117401,D047,Daraz Handmade Notebook,1,05/02/2021 22:19,584.56,572,Pakistan
117402,D019,Miniature Daraz Truck Figurine,2,25/08/2021 11:18,1063.15,610,Pakistan
117403,D041,Wooden Daraz Keychain Set,5,25/05/2021 2:42,1046.28,516,Pakistan
117404,D045,Wooden Daraz Jewelry Box,7,05/10/2021 2:52,728.86,938,Pakistan
117405,D029,Daraz Model Car,8,23/11/2021 3:16,1842.11,190,Pakistan
117406,D016,Daraz Embroidered Towel,1,11/01/2021 3:24,326.12,514,Pakistan
117407,D022,Hand-painted Daraz Ceramic Plate,9,27/01/2021 15:49,76.11,395,Pakistan
117408,D039,Daraz Leather Wallet,5,11/04/2021 20:51,146.21,540,Pakistan
117409,D018,Daraz Decorative Lamp,9,24/10/2021 14:38,632.94,781,Pakistan
117410,D013,Wooden Daraz Keychain Set,10,06/12/2021 16:03,405.54,924,Pakistan
117411,D032,Daraz Wooden Frame,10,20/07/2021 2:40,1299.56,182,Pakistan
117412,D009,Daraz Leather Wallet,5,22/09/2021 18:33,440.4,241,Pakistan
117413,D025,Daraz Ceramic Vase,10,21/12/2021 21:24,148.12,201,Pakistan
117414,D045,Daraz Ceramic Vase,9,11/12/2021 20:53,895.73,719,Pakistan
117415,D010,Hand-painted Daraz Ceramic Plate,5,28/12/2021 10:05,1377.59,963,Pakistan
117416,D021,Daraz Model Car,1,03/09/2021 0:18,1897.94,441,Pakistan
117417,D005,Wooden Daraz Jewelry Box,9,04/03/2021 2:49,1193.82,878,Pakistan
117418,D024,Wooden Daraz Jewelry Box,6,15/04/2021 9:26,1085.62,564,Pakistan
117419,D016,Daraz Calligraphy Art Piece,3,31/05/2021 7:36,709.01,872,Pakistan
117420,D041,Daraz Silk Scarf,6,07/05/2021 10:12,678.76,709,Pakistan
117421,D021,Daraz Calligraphy Art Piece,6,09/12/2021 18:05,1080.98,526,Pakistan
117422,D013,Hand-painted Daraz Ceramic Plate,10,26/08/2021 5:12,141.36,863,Pakistan
117423,D025,Daraz Wooden Frame,10,28/08/2021 20:58,286.93,710,Pakistan
117424,D026,Daraz Calligraphy Art Piece,4,13/03/2021 23:17,576.39,832,Pakistan
117425,D037,Hand-painted Daraz Ceramic Plate,1,01/05/2021 0:36,641.5,620,Pakistan
117426,D021,Daraz Model Car,8,26/11/2021 0:43,414.86,405,Pakistan
117427,D013,Handcrafted Daraz Mug,10,10/08/2021 12:46,187.4,143,Pakistan
117428,D025,Daraz Leather Wallet,3,03/05/2021 11:17,1404.85,548,Pakistan
117429,D022,Embroidered Daraz Cushion Cover,2,27/02/2021 0:18,138.19,608,Pakistan
117430,D020,Daraz Printed T-shirt,3,01/03/2021 14:08,497.18,127,Pakistan
117431,D027,Embroidered Daraz Cushion Cover,6,20/01/2021 6:46,1334.49,428,Pakistan
117432,D026,Handcrafted Daraz Mug,7,23/11/2021 16:06,350.58,284,Pakistan
117433,D042,Daraz Wooden Frame,2,27/04/2021 21:20,1950.73,910,Pakistan
117434,D024,Hand-painted Daraz Ceramic Plate,5,06/08/2021 1:16,1705.62,553,Pakistan
117435,D035,Daraz Handmade Notebook,4,05/02/2021 14:43,1130.17,373,Pakistan
117436,D009,Handcrafted Daraz Mug,2,10/10/2021 11:05,827.7,415,Pakistan
117437,D021,Handwoven Daraz Pashmina Shawl,2,08/08/2021 1:23,1905.31,941,Pakistan
117438,D039,Daraz Leather Wallet,1,21/08/2021 9:54,943.23,734,Pakistan
117439,D026,Wooden Daraz Jewelry Box,3,16/08/2021 3:53,233.56,472,Pakistan
117440,D030,Hand-painted Daraz Ceramic Plate,8,10/02/2021 5:29,1764.02,859,Pakistan
117441,D027,Hand-painted Daraz Ceramic Plate,1,17/05/2021 1:45,1415.73,349,Pakistan
117442,D013,Daraz Artisanal Clock,10,30/12/2021 18:45,1877.23,464,Pakistan
117443,D010,Daraz Printed T-shirt,9,03/11/2021 15:43,1424.65,192,Pakistan
117444,D046,Handcrafted Daraz Decorative Figurine,3,04/07/2021 3:08,1031.61,734,Pakistan
117445,D009,Daraz Calligraphy Art Piece,1,05/07/2021 0:32,1818.3,161,Pakistan
117446,D048,Daraz Silk Scarf,10,04/01/2021 4:37,748.6,729,Pakistan
117447,D023,Traditional Daraz Pottery Bowl,8,25/05/2021 12:53,430.22,715,Pakistan
117448,D024,Daraz Printed T-shirt,6,24/08/2021 0:19,726.77,211,Pakistan
117449,D005,Daraz Printed T-shirt,3,11/04/2021 20:46,963.59,353,Pakistan
117450,D003,Handwoven Daraz Pashmina Shawl,8,10/02/2021 11:59,1415.56,511,Pakistan
117451,D039,Daraz Artisanal Clock,2,04/11/2021 7:51,803.42,527,Pakistan
117452,D005,Hand-painted Daraz Ceramic Plate,3,09/12/2021 8:51,1558.67,701,Pakistan
117453,D003,Embroidered Daraz Cushion Cover,1,05/11/2021 20:20,151.26,293,Pakistan
117454,D013,Daraz Embroidered Towel,4,22/12/2021 15:49,1565.87,682,Pakistan
117455,D009,Daraz Model Car,5,30/10/2021 9:34,949.06,626,Pakistan
117456,D017,Daraz Printed T-shirt,1,12/05/2021 22:25,1017.11,376,Pakistan
117457,D023,Hand-painted Daraz Ceramic Plate,7,26/12/2021 1:12,1490.39,512,Pakistan
117458,D028,Daraz Wooden Frame,1,05/07/2021 12:45,900.12,943,Pakistan
117459,D018,Daraz Ceramic Vase,7,01/12/2021 8:57,1605.15,909,Pakistan
117460,D047,Daraz Silk Scarf,4,08/05/2021 4:10,1654.74,854,Pakistan
117461,D030,Wooden Daraz Keychain Set,8,28/11/2021 21:23,1517.88,374,Pakistan
117462,D027,Miniature Daraz Truck Figurine,1,21/03/2021 10:15,979.01,665,Pakistan
117463,D016,Daraz Embroidered Towel,5,18/03/2021 14:15,1664.7,252,Pakistan
117464,D050,Handcrafted Daraz Decorative Figurine,3,08/02/2021 8:22,1501.87,114,Pakistan
117465,D015,Embroidered Daraz Cushion Cover,9,02/11/2021 22:57,1852.18,477,Pakistan
117466,D030,Daraz Ceramic Vase,5,23/09/2021 10:08,1683.01,804,Pakistan
117467,D032,Hand-painted Daraz Ceramic Plate,10,03/09/2021 4:03,1893.29,757,Pakistan
117468,D034,Daraz Handmade Notebook,1,09/04/2021 7:31,405.72,627,Pakistan
117469,D016,Wooden Daraz Jewelry Box,2,13/09/2021 0:48,1902.65,347,Pakistan
117470,D049,Hand-painted Daraz Ceramic Plate,1,04/01/2021 17:24,1832.87,588,Pakistan
117471,D038,Handwoven Daraz Pashmina Shawl,1,31/10/2021 11:53,1622.03,648,Pakistan
117472,D048,Wooden Daraz Jewelry Box,1,02/04/2021 6:18,1589.26,458,Pakistan
117473,D009,Handcrafted Daraz Mug,7,10/05/2021 20:31,645.56,683,Pakistan
117474,D035,Hand-painted Daraz Ceramic Plate,7,27/04/2021 18:42,485.4,203,Pakistan
117475,D040,Miniature Daraz Truck Figurine,8,23/05/2021 6:27,1959.73,213,Pakistan
117476,D034,Hand-painted Daraz Ceramic Plate,1,14/11/2021 9:27,519.32,662,Pakistan
117477,D042,Daraz Embroidered Towel,2,07/11/2021 23:15,298.82,111,Pakistan
117478,D020,Handcrafted Daraz Decorative Figurine,6,07/06/2021 10:10,506.24,930,Pakistan
117479,D028,Wooden Daraz Keychain Set,10,15/12/2021 19:46,504.65,366,Pakistan
117480,D043,Daraz Embroidered Towel,1,12/02/2021 4:20,1863.41,169,Pakistan
117481,D004,Daraz Model Car,10,02/08/2021 4:02,210.79,814,Pakistan
117482,D026,Daraz Leather Wallet,1,14/03/2021 12:13,1323.87,941,Pakistan
117483,D042,Hand-painted Daraz Ceramic Plate,10,23/12/2021 21:05,1529.53,461,Pakistan
117484,D001,Wooden Daraz Jewelry Box,9,28/08/2021 14:34,507.7,261,Pakistan
117485,D049,Daraz Ceramic Vase,6,15/07/2021 21:25,960.68,368,Pakistan
117486,D048,Wooden Daraz Keychain Set,10,11/10/2021 3:48,188.34,357,Pakistan
117487,D020,Daraz Embroidered Towel,7,06/08/2021 12:33,277.01,742,Pakistan
117488,D033,Hand-painted Daraz Ceramic Plate,2,10/05/2021 7:21,1093.71,169,Pakistan
117489,D046,Handcrafted Daraz Decorative Figurine,4,24/11/2021 12:20,1624.69,259,Pakistan
117490,D048,Daraz Decorative Lamp,9,09/05/2021 5:28,941.16,419,Pakistan
117491,D018,Handwoven Daraz Pashmina Shawl,9,07/10/2021 0:19,1348.7,297,Pakistan
117492,D005,Daraz Decorative Lamp,1,22/05/2021 8:51,1381.81,143,Pakistan
117493,D041,Daraz Leather Wallet,7,19/03/2021 15:34,1851.89,728,Pakistan
117494,D034,Daraz Ceramic Vase,9,06/01/2021 0:01,1194.12,241,Pakistan
117495,D009,Daraz Ceramic Vase,4,10/06/2021 2:24,1154.96,994,Pakistan
117496,D021,Miniature Daraz Truck Figurine,5,22/02/2021 5:19,843.13,552,Pakistan
117497,D038,Daraz Embroidered Towel,8,25/05/2021 11:24,219.1,205,Pakistan
117498,D021,Daraz Handmade Notebook,3,01/07/2021 1:53,959.28,455,Pakistan
117499,D040,Daraz Leather Wallet,3,04/12/2021 1:08,1494.58,942,Pakistan
117500,D046,Daraz Decorative Lamp,1,12/09/2021 9:59,1124.25,914,Pakistan
117501,D002,Miniature Daraz Truck Figurine,8,23/09/2021 0:30,1199.88,313,Pakistan
117502,D012,Daraz Ceramic Vase,3,07/10/2021 1:11,172.3,845,Pakistan
117503,D049,Daraz Calligraphy Art Piece,5,26/11/2021 16:07,987.51,282,Pakistan
